"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2008","423.27","422.60","427.54","418.32","36.83M","-1.52%"
"08/04/2008","429.79","431.81","434.74","421.02","49.98M","-1.70%"
"07/04/2008","437.21","441.71","450.71","433.61","59.66M","-0.72%"
"04/04/2008","440.36","440.81","445.31","431.81","53.50M","0.51%"
"03/04/2008","438.11","461.05","461.05","431.81","58.66M","-3.37%"
"02/04/2008","453.41","436.31","453.41","433.61","85.66M","5.00%"
"01/04/2008","431.81","402.13","438.11","400.78","75.55M","5.96%"
"31/03/2008","407.53","396.06","408.42","392.46","76.11M","0.72%"
"28/03/2008","404.60","414.27","415.62","402.58","33.77M","-0.77%"
"27/03/2008","407.75","403.93","416.52","399.20","76.76M","1.91%"
"26/03/2008","400.10","406.85","416.97","398.30","119.82M","-3.10%"
"25/03/2008","412.92","430.02","432.04","406.18","144.96M","6.99%"
"20/03/2008","385.93","375.81","395.61","369.74","120.07M","1.48%"
"19/03/2008","380.31","379.64","390.21","352.65","177.77M","2.42%"
"18/03/2008","371.32","364.34","375.36","357.60","140.54M","5.16%"
"17/03/2008","353.10","368.17","369.29","350.17","184.42M","-9.35%"
"14/03/2008","389.53","404.83","416.97","378.50","109.25M","-3.94%"
"13/03/2008","405.50","401.23","410.22","391.11","92.15M","-2.17%"
"12/03/2008","414.50","407.30","417.87","402.35","85.67M","5.44%"
"11/03/2008","393.13","379.19","401.90","376.04","106.90M","5.11%"
"10/03/2008","374.01","383.24","388.93","371.54","65.43M","-2.29%"
"07/03/2008","382.79","377.84","386.61","367.27","118.16M","-0.35%"
"06/03/2008","384.14","404.83","404.83","381.44","68.49M","-4.58%"
"05/03/2008","402.58","400.33","406.40","391.33","73.34M","-2.02%"
"04/03/2008","410.90","412.47","427.32","407.30","70.31M","-1.14%"
"03/03/2008","415.62","420.12","424.17","410.45","87.58M","-3.20%"
"29/02/2008","429.34","444.86","448.01","427.09","78.38M","-4.65%"
"28/02/2008","450.26","463.30","470.95","448.68","58.46M","-3.75%"
"27/02/2008","467.80","461.95","469.15","447.33","73.32M","0.39%"
"26/02/2008","466.00","457.45","471.85","449.74","76.56M","2.17%"
"25/02/2008","456.10","442.39","457.45","440.36","90.68M","5.63%"
"22/02/2008","431.81","431.36","440.36","426.64","72.52M","-0.62%"
"21/02/2008","434.51","445.31","448.23","432.94","75.53M","-1.43%"
"20/02/2008","440.81","421.92","452.06","418.32","106.37M","2.72%"
"19/02/2008","429.12","399.43","441.71","395.10","177.97M","3.70%"
"18/02/2008","413.82","395.83","415.40","395.83","103.77M","7.60%"
"15/02/2008","384.59","399.88","401.79","383.01","85.34M","-3.50%"
"14/02/2008","398.53","413.60","415.62","394.71","103.73M","-2.37%"
"13/02/2008","408.20","405.28","414.05","397.18","65.67M","-0.44%"
"12/02/2008","410.00","391.33","410.02","382.34","78.55M","6.17%"
