"Date","Price","Open","High","Low","Vol.","Change %"
"28/04/2014","1470.4","1484","1484","1461.7","3.42M","-0.92%"
"25/04/2014","1484","1502.4","1512.6","1470.4","3.86M","-2.14%"
"24/04/2014","1516.4","1529.5","1554.2","1505.8","4.21M","1.26%"
"23/04/2014","1497.6","1489.8","1501.4","1474.8","6.69M","0.56%"
"22/04/2014","1489.3","1495.6","1499","1471.9","4.32M","-0.55%"
"17/04/2014","1497.6","1495.6","1500.5","1464.2","3.22M","0.56%"
"16/04/2014","1489.3","1481.6","1492.7","1457.9","3.91M","1.62%"
"15/04/2014","1465.6","1492.7","1493.7","1456.4","6.27M","-1.91%"
"14/04/2014","1494.2","1482.1","1494.3","1457.9","7.12M","0.42%"
"11/04/2014","1487.9","1481.1","1504.3","1468","5.68M","-0.74%"
"10/04/2014","1499","1517.4","1541.6","1492.2","4.75M","-0.61%"
"09/04/2014","1508.2","1527.6","1543.5","1505.8","5.53M","-1.21%"
"08/04/2014","1526.6","1513.5","1534.3","1490.3","5.69M","1.48%"
"07/04/2014","1504.3","1498","1532.9","1488.8","4.58M","-0.71%"
"04/04/2014","1515","1468.5","1522.7","1468.5","4.32M","3.20%"
"03/04/2014","1468","1488.4","1498","1456.9","4.49M","-1.78%"
"02/04/2014","1494.6","1486.6","1510.1","1480.1","3.54M","1.47%"
"01/04/2014","1472.9","1491.7","1502.9","1469.5","3.31M","-0.32%"
"31/03/2014","1477.7","1468.5","1496.6","1466.6","5.39M","1.16%"
"28/03/2014","1460.8","1451.6","1484.5","1448.7","4.08M","1.48%"
"27/03/2014","1439.5","1431.2","1439.5","1412.4","3.25M","-0.13%"
"26/03/2014","1441.4","1459.3","1473.8","1434.1","4.89M","-0.60%"
"25/03/2014","1450.1","1406.6","1450.6","1406.6","4.80M","4.02%"
"24/03/2014","1394","1394","1416.2","1387.2","21.70M","0.04%"
"21/03/2014","1393.5","1367.8","1407.5","1361.5","6.67M","1.98%"
"20/03/2014","1366.4","1338.3","1371.7","1330.6","5.11M","1.66%"
"19/03/2014","1344.1","1393.5","1403.2","1344.1","4.93M","-5.39%"
"18/03/2014","1420.6","1412.4","1435.6","1392.5","4.42M","0.41%"
"17/03/2014","1414.8","1382.4","1431.7","1381.4","5.36M","2.71%"
"14/03/2014","1377.5","1346.5","1388.2","1342.7","5.57M","0.81%"
"13/03/2014","1366.4","1386.2","1395.9","1365.4","4.78M","-0.56%"
"12/03/2014","1374.1","1377","1384.8","1364","5.76M","-1.12%"
"11/03/2014","1389.6","1391.6","1419.6","1380.4","5.10M","0.17%"
"10/03/2014","1387.2","1403.7","1405.6","1369.8","5.84M","-2.02%"
"07/03/2014","1415.8","1507.7","1508.7","1409","8.85M","-6.55%"
"06/03/2014","1515","1482.5","1524.2","1481.1","4.53M","2.96%"
"05/03/2014","1471.4","1452.1","1477.2","1444.3","5.29M","1.16%"
"04/03/2014","1454.5","1444.3","1466.6","1431.7","3.88M","1.63%"
"03/03/2014","1431.2","1442.9","1461.2","1431.1","6.82M","-3.43%"
"28/02/2014","1482.1","1460.3","1482.1","1450.1","6.79M","1.29%"
"27/02/2014","1463.2","1447.2","1466.6","1427.9","5.13M","1.18%"
"26/02/2014","1446.2","1447.7","1464.6","1436.6","4.62M","-0.43%"
"25/02/2014","1452.5","1484.5","1484.5","1432.7","8.11M","-2.16%"
"24/02/2014","1484.5","1503.4","1503.4","1474.8","5.55M","-1.73%"
"21/02/2014","1510.6","1510.1","1519.8","1481.6","10.77M","0.42%"
"20/02/2014","1504.3","1500.5","1510.1","1477.2","9.44M","-2.20%"
"19/02/2014","1538.2","1536.3","1538.7","1513","6.08M","0.12%"
"18/02/2014","1536.3","1503.4","1542.1","1475.3","8.94M","2.26%"
"17/02/2014","1502.4","1482.1","1504.8","1470","7.01M","2.14%"
"14/02/2014","1470.9","1496.1","1514","1461.2","8.28M","-0.92%"
"13/02/2014","1484.5","1497.1","1509.7","1451.1","9.50M","-0.48%"
"12/02/2014","1491.7","1490.3","1515","1485.9","6.67M","0.98%"
"11/02/2014","1477.2","1458.3","1482.5","1453.5","5.00M","1.67%"
"10/02/2014","1453","1440","1458.3","1430.5","4.85M","1.42%"
"07/02/2014","1432.7","1417.2","1435.1","1404.6","4.95M","1.41%"
"06/02/2014","1412.8","1418.2","1421.9","1387.2","5.91M","0.51%"
"05/02/2014","1405.6","1389.1","1416.7","1371.7","6.45M","1.08%"
"04/02/2014","1390.6","1346.1","1410.4","1346.1","6.81M","2.83%"
"03/02/2014","1352.3","1394","1407","1350.9","4.03M","-2.72%"
"31/01/2014","1390.1","1382.4","1391.1","1358.6","9.39M","0.04%"
